INDEX,YEAR,MN,HR,DT,SLP,MSLP,DBT,WBT,DPT,RH,VP,DD,FFF,AW,VV,Cl,A,Cm,A.1,Ch,A.2,Dl,Dm,Dh,TC,h,c,a,Ht,RF,EVP,DW,P,H,WAT,Rain,Season,Temp_Humidity,Pressure_Diff
42071,1989,3,24,12,985.0,1011.3,27.2,16.2,6.3,26.0,9.5,25,6.0,  ,96.0,0,0,3,2,2,2,0,9,9,4.0,9,3,932,3,2.0,60,0.0,   ,  , ,1,1,707.1999999999999,26.299999999999955
42071,1996,6,72,21,970.2,996.1,28.0,25.4,24.3,80.0,30.4,11,4.0,  ,96.0,5,2,3,3,0,0,9,9,0,5.0,6,6,662,6,2.0,40,0.0,   ,  , ,1,2,2240.0,25.899999999999977
42071,2009,2,36,21,989.1,1015.9,24.0,17.0,11.7,46.0,13.7,32,12.0,  ,96.0,0,0,3,2,1,3,0,9,9,5.0,9,3,932,3,2.0,60,0.0,   ,  , ,1,0,1104.0,26.799999999999955
42071,2003,6,36,21,968.8,994.4,31.0,24.8,21.9,58.0,26.3,5,6.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,2,1798.0,25.600000000000023
42071,2001,10,48,12,981.8,1007.5,32.0,22.2,16.5,40.0,18.8,36,6.0,2,95.0,0,0,3,3,0,0,0,9,0,3.0,9,3,933,3,3.0,60,0.0,40,  , ,1,3,1280.0,25.700000000000045
42071,2000,10,72,1,982.4,1009.1,22.6,20.4,19.2,81.0,22.2,0,0.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,3,1830.6000000000001,26.700000000000045
42071,1976,4,12,7,986.3,1013.6,18.0,15.0,12.6,71.0,14.6,34,16.0,  ,96.0,0,0,0,0,4,7,0,0,9,7.0,9,0,907,0,7.0,70,0.0,21,  , ,1,1,1278.0,27.300000000000068
42071,2016,3,60,15,988.8,1016.1,17.6,16.4,15.6,88.0,17.7,0,0.0,  ,96.0,0,0,3,2,1,2,0,9,9,4.0,9,3,932,3,2.0,60,0.0,   ,  , ,1,1,1548.8000000000002,27.300000000000068
42071,1995,12,36,21,990.7,1017.9,20.0,14.2,9.0,49.0,11.5,34,4.0,  ,96.0,5,1,3,5,0,0,9,9,0,6.0,6,6,661,6,1.0,40,0.0,   ,  , ,1,0,980.0,27.199999999999932
42071,2006,1,60,31,992.1,1019.4,18.6,11.8,4.4,39.0,8.4,0,0.0,  ,96.0,0,0,3,2,1,4,0,9,9,6.0,9,3,932,3,2.0,60,0.0,   ,  , ,1,0,725.4000000000001,27.299999999999955
42071,2019,12,12,28,992.6,1021.2,5.4,4.6,3.5,87.0,7.8,0,0.0,  ,94.0,5,4,0,0,0,0,9,0,0,4.0,6,6,664,6,4.0,40,0.0,   ,  , ,1,0,469.8,28.600000000000023
42071,1983,4,24,13,984.2,1011.2,19.4,17.0,15.3,77.0,17.4,9,14.0,  ,96.0,4,3,7,4,0,0,9,9,0,7.0,5,6,563,6,3.0,30,0.2,   ,  , ,1,1,1493.8,27.0
42071,1979,9,72,8,981.7,1008.0,26.4,24.0,22.9,81.0,27.9,0,0.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,2,2138.4,26.299999999999955
42071,1997,5,84,28,973.3,1000.0,30.8,22.0,16.9,43.0,19.3,0,0.0,  ,96.0,0,0,3,2,0,0,0,9,0,2.0,9,3,932,3,2.0,60,0.0,   ,  , ,1,1,1324.4,26.700000000000045
42071,1990,3,84,6,987.7,1015.9,9.0,8.4,7.7,92.0,10.5,0,0.0,  ,95.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,1,828.0,28.199999999999932
42071,1988,9,48,30,978.1,1003.9,30.4,25.4,23.1,65.0,28.3,0,0.0,3,96.0,0,0,3,1,0,0,0,9,0,1.0,9,3,931,3,1.0,60,0.0,22,  , ,1,2,1976.0,25.799999999999955
42071,2001,10,48,31,982.1,1008.2,28.8,22.0,18.2,53.0,20.9,0,0.0,2,95.0,0,0,3,3,0,0,0,9,0,3.0,9,3,933,3,3.0,60,0.0,20,  , ,1,3,1526.4,26.100000000000023
42071,2007,9,12,3,976.3,1002.1,29.4,26.6,25.4,79.0,32.4,0,0.0,0,95.0,0,0,0,0,1,2,0,0,9,2.0,9,0,902,0,2.0,70,0.0,   ,  , ,1,2,2322.6,25.800000000000068
42071,2011,5,12,16,980.5,1006.2,33.0,20.6,12.2,28.0,14.2,18,8.0,  ,95.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,1,924.0,25.700000000000045
42071,2012,12,48,3,989.6,1016.9,18.8,13.8,9.4,54.0,11.8,0,0.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,0,1015.2,27.299999999999955
42071,1981,12,72,22,993.7,1022.2,7.5,6.2,4.5,81.0,8.4,0,0.0,  ,95.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,0,607.5,28.5
42071,2010,7,0,12,969.6,995.3,30.0,24.4,21.7,61.0,25.9,14,12.0,  ,96.0,4,2,3,5,0,0,9,9,0,7.0,5,6,562,6,2.0,30,0.0,   ,  , ,1,2,1830.0,25.699999999999932
42071,2015,4,24,18,978.5,1004.2,32.6,22.6,16.9,39.0,19.3,32,12.0,  ,96.0,4,3,0,0,2,3,9,0,9,6.0,6,6,663,6,3.0,40,0.0,   ,  , ,1,1,1271.4,25.700000000000045
42071,1989,8,12,18,977.9,1003.8,29.6,26.8,25.7,79.0,33.0,0,0.0,0,96.0,0,0,3,3,0,0,0,9,0,3.0,9,3,933,3,3.0,60,0.0,9,  , ,1,2,2338.4,25.899999999999977
42071,2001,6,60,1,970.1,995.2,35.4,27.6,24.4,52.0,31.5,18,8.0,  ,95.0,4,1,3,3,0,0,9,9,0,4.0,6,6,661,6,1.0,35,0.0,   ,  , ,1,2,1840.8,25.100000000000023
42071,1982,11,24,1,992.1,1019.0,22.8,16.2,10.9,47.0,13.0,36,4.0,  ,95.0,0,0,0,0,4,4,0,0,9,4.0,9,0,904,0,4.0,70,0.0,   ,  , ,1,3,1071.6000000000001,26.899999999999977
42071,2013,11,84,1,987.1,1014.4,18.0,18.0,18.0,100.0,20.6,0,0.0,  ,95.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,3,1800.0,27.299999999999955
42071,2016,8,84,12,976.1,1002.4,25.4,25.4,25.4,100.0,32.4,0,0.0,  ,95.0,3,4,7,3,0,0,9,9,0,7.0,5,6,563,6,3.0,30,0.0,   ,  , ,1,2,2540.0,26.299999999999955
42071,1987,7,36,1,969.0,993.7,43.0,26.8,19.0,25.0,22.0,18,12.0,  ,96.0,0,0,0,0,2,1,0,0,9,1.0,9,0,901,0,1.0,70,0.0,   ,  , ,1,2,1075.0,24.700000000000045
42071,2006,10,48,19,982.0,1008.3,27.8,23.4,21.2,67.0,25.2,0,0.0,5,95.0,5,4,7,3,0,0,9,9,0,7.0,5,6,564,6,4.0,30,0.0,   ,  , ,1,3,1862.6000000000001,26.299999999999955
42071,1997,1,24,4,991.3,1019.2,12.6,12.0,11.5,93.0,13.6,0,0.0,  ,93.0,5,1,7,5,1,1,9,9,9,7.0,6,6,661,6,1.0,40,0.0,   ,  , ,1,0,1171.8,27.90000000000009
42071,2001,10,12,11,982.2,1009.0,22.4,19.8,18.3,77.0,21.0,0,0.0,0,95.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,8,  , ,0,3,1724.8,26.799999999999955
42071,1989,8,36,23,975.7,1001.4,32.0,28.0,26.4,60.0,24.4,7,6.0,  ,96.0,4,2,3,3,0,0,9,9,0,5.0,6,6,662,6,2.0,40,0.0,   ,  , ,1,2,1920.0,25.699999999999932
42071,2011,11,0,7,984.4,1012.0,13.2,12.4,11.7,90.0,13.7,0,0.0,  ,95.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,3,1188.0,27.600000000000023
42071,1985,5,24,23,973.6,998.8,37.4,26.0,20.6,38.0,24.3,11,6.0,  ,95.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,1,1421.2,25.199999999999932
42071,1981,9,84,4,975.6,1001.7,27.6,23.8,22.0,71.0,26.4,0,0.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,2,1959.6000000000001,26.100000000000023
42071,1996,12,84,26,992.0,1020.0,11.4,10.2,9.0,85.0,11.5,29,4.0,  ,95.0,0,0,3,3,0,0,0,9,0,3.0,9,3,933,3,3.0,60,0.0,   ,  , ,1,0,969.0,28.0
42071,2003,9,60,23,977.8,1003.7,30.0,26.0,24.3,71.0,30.4,0,0.0,  ,95.0,4,3,0,0,0,0,9,0,0,3.0,6,6,663,6,3.0,40,0.0,   ,  , ,1,2,2130.0,25.90000000000009
42071,1996,3,60,16,981.0,1007.8,21.8,18.2,15.8,69.0,17.9,9,6.0,  ,96.0,5,3,0,0,0,0,9,0,0,3.0,6,6,663,6,3.0,40,0.0,   ,  , ,1,1,1504.2,26.799999999999955
42071,1995,9,0,23,975.1,1001.6,22.6,21.8,21.4,93.0,25.5,0,0.0,  ,95.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,2,2101.8,26.5
42071,2000,12,36,18,989.2,1016.1,22.6,16.2,11.1,48.0,13.2,29,18.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,0,1084.8000000000002,26.899999999999977
42071,2017,2,48,22,982.2,1008.9,22.8,18.4,15.5,63.0,17.6,32,8.0,  ,96.0,4,3,3,3,0,0,9,9,0,6.0,6,6,662,6,2.0,40,0.0,   ,  , ,1,0,1436.4,26.699999999999932
42071,2021,10,24,2,982.2,1008.3,28.8,26.0,24.8,79.0,31.3,99,4.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,3,2275.2000000000003,26.09999999999991
42071,1977,6,60,24,970.3,996.5,29.4,26.0,24.5,75.0,30.7,5,4.0,  ,96.0,0,0,0,0,1,3,0,0,9,3.0,9,0,903,0,3.0,70,0.0,   ,  , ,1,2,2205.0,26.200000000000045
42071,1986,1,36,17,987.9,1015.1,18.6,12.2,5.6,42.0,9.1,27,6.0,  ,95.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,0,781.2,27.200000000000045
42071,1991,5,12,26,976.0,1001.8,29.4,23.2,20.0,57.0,23.4,14,4.0,1,95.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,26,  , ,0,1,1675.8,25.799999999999955
42071,1989,3,48,3,986.7,1013.5,23.0,13.4,3.1,27.0,7.6,32,6.0,7,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,30,  , ,0,1,621.0,26.799999999999955
42071,2011,2,12,7,978.7,1005.8,16.2,16.2,16.2,100.0,18.4,14,14.0,  ,94.0,3,4,2,4, , ,9,9, ,8.0,5,6,564,6,4.0,30,1.8,   ,  , ,1,0,1620.0,27.09999999999991
42071,2017,7,24,7,975.8,1001.5,31.6,29.8,29.2,87.0,40.5,99,4.0,  ,96.0,4,3,0,0,0,0,9,0,0,3.0,6,6,663,6,3.0,40,0.0,   ,  , ,1,2,2749.2000000000003,25.700000000000045
42071,1985,1,12,21,990.0,1018.1,10.6,10.2,9.8,95.0,12.1,0,0.0,1,96.0,5,3,3,3,0,0,9,9,0,6.0,6,6,663,6,3.0,35,1.0,   ,  , ,1,0,1007.0,28.100000000000023
42071,1990,2,48,26,980.5,1007.5,18.6,15.8,13.7,73.0,15.7,0,0.0,2,96.0,5,3,2,5, , ,9,9, ,8.0,6,6,663,6,3.0,40,0.0,0,  , ,1,0,1357.8000000000002,27.0
42071,2014,11,12,8,989.8,1017.2,18.0,17.4,17.0,94.0,19.4,5,8.0,  ,95.0,4,2,3,2,0,0,9,9,0,4.0,6,6,662,6,2.0,40,0.0,   ,  , ,1,3,1692.0,27.40000000000009
42071,1985,8,36,26,972.6,998.0,34.4,28.4,26.1,62.0,33.8,0,0.0,  ,96.0,2,2,0,0,0,0,9,0,0,2.0,6,8,682,8,2.0,35,0.0,   ,  , ,1,2,2132.7999999999997,25.399999999999977
42071,1981,9,0,26,981.6,1008.1,24.8,24.0,23.6,93.0,29.1,0,0.0,  ,96.0,0,0,3,2,0,0,0,9,0,2.0,9,3,932,3,2.0,60,0.0,   ,  , ,1,2,2306.4,26.5
42071,1978,10,12,7,985.0,1011.8,23.0,21.4,20.5,86.0,24.1,0,0.0,1,94.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,15,  , ,0,3,1978.0,26.799999999999955
42071,2013,8,0,19,973.2,999.4,26.0,26.0,26.0,100.0,33.6,0,0.0,  ,95.0,3,4,2,4, , ,9,9, ,8.0,5,6,563,6,3.0,25,5.6,   ,  , ,1,2,2600.0,26.199999999999932
42071,1983,2,48,13,985.1,1012.4,16.4,12.2,8.1,58.0,10.8,29,6.0,3,96.0,5,3,2,5, , ,9,9, ,8.0,5,6,563,6,3.0,30,0.0,6,  , ,1,0,951.1999999999999,27.299999999999955
42071,2020,5,0,23,973.3,999.4,26.6,20.6,17.0,56.0,19.4,7,11.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,,   ,  , ,0,1,1489.6000000000001,26.100000000000023
42071,1978,12,84,11,991.8,1020.2,7.8,7.2,6.5,91.0,9.7,0,0.0,  ,96.0,0,0,0,0,1,3,0,0,9,3.0,9,0,903,0,3.0,70,0.0,   ,  , ,1,0,709.8,28.40000000000009
42071,1989,12,84,20,988.3,1016.1,12.6,12.0,11.5,93.0,13.6,0,0.0,  ,94.0,5,3,2,5, , ,9,9, ,8.0,6,6,663,6,3.0,35,2.0,   ,  , ,1,0,1171.8,27.800000000000068
42071,2015,3,48,21,987.7,1014.2,26.8,21.4,18.3,60.0,21.0,27,12.0,  ,96.0,0,0,0,0,1,3,0,0,9,3.0,9,0,903,0,3.0,70,0.0,   ,  , ,1,1,1608.0,26.5
42071,2017,11,24,21,989.0,1016.0,20.6,15.8,12.1,58.0,14.1,27,12.0,  ,94.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,3,1194.8000000000002,27.0
42071,2016,8,24,5,974.9,1000.3,34.4,30.0,28.4,71.0,38.7,23,8.0,  ,96.0,4,2,3,3,0,0,9,9,0,5.0,6,6,661,6,1.0,40,0.0,   ,  , ,1,2,2442.4,25.399999999999977
42071,2001,9,36,27,978.8,1004.2,35.4,24.6,19.1,38.0,22.1,27,12.0,  ,95.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,2,1345.2,25.40000000000009
42071,2013,6,48,4,972.4,997.2,41.8,26.0,18.0,25.0,23.0,29,10.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,2,1045.0,24.800000000000068
42071,1992,7,12,29,976.0,1002.0,28.4,26.8,26.2,88.0,34.0,9,4.0,0,96.0,4,3,7,4,0,0,9,9,0,7.0,5,6,563,6,3.0,30,0.0,20,  , ,1,2,2499.2,26.0
42071,2012,5,72,25,974.0,999.7,31.2,19.4,10.8,28.0,12.9,32,30.0,  ,96.0,4,3,0,0,0,0,9,0,0,3.0,6,6,663,6,3.0,40,0.0,   ,  , ,1,1,873.6,25.700000000000045
42071,2013,4,12,16,975.4,1001.7,24.8,19.8,16.9,62.0,19.2,7,6.0,  ,96.0,4,3,3,2,0,0,9,9,0,5.0,6,6,663,6,3.0,40,0.0,   ,  , ,1,1,1537.6000000000001,26.300000000000068
42071,1997,5,84,14,980.7,1007.5,20.6,16.0,12.5,60.0,14.5,32,4.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,1,1236.0,26.799999999999955
42071,1981,8,72,8,974.9,1000.9,27.2,25.6,24.7,87.0,31.5,11,4.0,  ,96.0,3,3,7,3,0,0,9,9,0,6.0,5,6,562,6,2.0,25,0.0,   ,  , ,1,2,2366.4,26.0
42071,2015,4,36,17,981.1,1007.0,31.6,23.2,19.1,47.0,20.8,29,16.0,  ,96.0,0,0,0,0,1,3,0,0,9,3.0,9,0,903,0,3.0,70,0.0,   ,  , ,1,1,1485.2,25.899999999999977
42071,1977,4,84,25,975.1,1001.7,21.6,17.6,14.8,65.0,16.8,11,4.0,  ,96.0,0,0,1,1,4,4,0,9,9,5.0,9,4,942,4,2.0,62,0.0,   ,  , ,1,1,1404.0,26.600000000000023
42071,2011,5,84,1,976.5,1002.9,24.0,18.0,14.0,53.0,16.0,29,6.0,  ,96.0,4,2,3,4,0,0,9,9,0,6.0,6,6,662,6,2.0,40,0.0,   ,  , ,1,1,1272.0,26.399999999999977
42071,2018,2,60,1,986.9,1014.5,14.0,12.0,10.2,78.0,12.4,0,0.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,0,1092.0,27.600000000000023
42071,2003,10,36,3,984.6,1010.7,29.2,22.4,18.7,53.0,21.6,32,10.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,3,1547.6,26.100000000000023
42071,2008,8,12,28,974.6,1000.5,29.0,26.0,24.7,78.0,31.1,0,0.0,1,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,2,2262.0,25.899999999999977
42071,2015,3,24,4,988.6,1015.8,18.4,14.2,10.7,61.0,12.9,29,14.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,1,1122.3999999999999,27.199999999999932
42071,1978,4,84,19,975.4,1002.1,20.8,18.0,16.2,75.0,18.4,32,14.0,  ,96.0,3,4,2,2,0,0,9,9,0,6.0,5,6,563,6,3.0,30,0.0,   ,  , ,1,1,1560.0,26.700000000000045
42071,1992,1,48,19,990.9,1018.2,18.4,13.4,8.8,54.0,11.3,32,4.0,2,96.0,0,0,3,3,1,1,0,9,9,4.0,9,3,933,3,3.0,60,0.0,6,  , ,1,0,993.5999999999999,27.300000000000068
42071,2005,3,12,28,982.4,1009.4,19.0,15.2,12.2,65.0,14.2,36,6.0,4,96.0,0,0,0,0,2,3,0,0,9,3.0,9,0,903,0,3.0,70,0.0,   ,  , ,1,1,1235.0,27.0
42071,1982,9,84,4,976.7,1002.8,27.8,25.4,24.3,82.0,30.4,0,0.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,2,2279.6,26.09999999999991
42071,2022,11,48,2,983.9,1010.4,26.0,18.2,12.6,43.0,14.6,27,8.0,7,95.0,0,0,3,3,0,0,0,9,0,3.0,9,3,933,3,3.0,60,0.0,   ,  , ,1,3,1118.0,26.5
42071,1991,5,36,5,980.1,1005.7,34.6,20.2,9.6,22.0,11.9,34,18.0,  ,96.0,4,4,2,4, , ,9,9, ,8.0,6,6,662,6,2.0,35,0.0,   ,  , ,1,1,761.2,25.600000000000023
42071,1997,1,36,25,987.8,1015.0,18.2,12.4,6.6,46.0,9.7,32,12.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,0,837.1999999999999,27.200000000000045
42071,2005,4,84,19,983.5,1010.4,20.6,14.0,7.9,44.0,10.7,0,0.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,1,906.4000000000001,26.899999999999977
42071,2018,5,12,14,979.5,1005.8,26.8,20.0,15.7,51.0,17.8,14,8.0,  ,96.0,4,3,7,3,0,0,9,9,0,6.0,6,6,663,6,3.0,40,0.0,   ,  , ,1,1,1366.8,26.299999999999955
42071,2014,5,84,30,972.2,998.1,29.2,19.6,13.0,37.0,15.0,29,16.0,  ,95.0,9,3,7,3,0,0,9,9,0,6.0,6,6,663,6,3.0,40,0.0,   ,  , ,1,1,1080.3999999999999,25.899999999999977
42071,1976,9,24,7,978.4,1004.3,29.2,26.4,25.2,79.0,32.1,36,10.0,  ,96.0,3,4,2,3,0,0,9,9,0,7.0,5,8,583,8,3.0,20,0.0,   ,  , ,1,2,2306.7999999999997,25.899999999999977
42071,1989,9,0,17,977.7,1004.1,24.6,23.4,22.8,90.0,27.7,0,0.0,  ,95.0,5,2,3,4,0,0,9,9,0,6.0,6,6,662,6,2.0,40,0.0,   ,  , ,1,2,2214.0,26.399999999999977
42071,1998,12,12,21,986.1,1014.2,8.2,7.8,7.4,94.0,10.3,5,4.0,0,93.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,2,  , ,0,0,770.8,28.100000000000023
42071,1999,2,60,25,987.3,1015.0,14.0,12.4,11.0,82.0,13.1,27,4.0,  ,96.0,0,0,3,2,0,0,0,9,0,2.0,9,3,932,3,2.0,60,0.0,   ,  , ,1,0,1148.0,27.700000000000045
42071,1996,4,84,16,980.6,1007.7,17.8,14.8,12.4,71.0,14.4,0,0.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,1,1263.8,27.100000000000023
42071,2004,3,84,9,992.3,1020.0,14.8,13.8,13.0,89.0,15.0,7,8.0,  ,95.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,1,1317.2,27.700000000000045
42071,2016,10,24,21,983.1,1009.3,28.4,21.8,18.1,54.0,20.8,14,6.0,  ,95.0,4,2,3,2,0,0,9,9,0,4.0,6,6,662,6,2.0,40,0.0,   ,  , ,1,3,1533.6,26.199999999999932
42071,1992,7,60,24,968.9,994.7,28.8,26.4,25.4,82.0,32.4,14,4.0,  ,96.0,4,3,0,0,0,0,9,0,0,3.0,6,6,663,6,3.0,35,0.0,   ,  , ,1,2,2361.6,25.800000000000068
42071,1983,12,60,2,992.8,1020.7,12.8,11.3,9.9,83.0,12.2,0,0.0,  ,95.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,0,1062.4,27.90000000000009
42071,1990,2,60,10,983.0,1020.8,15.8,14.6,13.7,87.0,15.7,0,0.0,  ,96.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,0,1374.6000000000001,37.799999999999955
42071,2002,9,48,18,980.2,1006.0,31.6,24.8,21.6,55.0,25.8,36,6.0,0,96.0,4,2,0,0,2,2,9,0,9,4.0,6,8,682,8,2.0,40,0.0,20,  , ,1,2,1738.0,25.799999999999955
42071,2018,10,0,4,983.4,1010.5,19.0,18.2,17.7,92.0,20.2,0,0.0,  ,95.0,0,0,0,0,0,0,0,0,0,0.0,9,0,900,0,0.0,99,0.0,   ,  , ,0,3,1748.0,27.100000000000023
42071,1986,3,84,14,980.2,1007.2,18.8,17.0,15.8,83.0,17.9,11,10.0,  ,96.0,3,4,2,4, , ,9,9, ,8.0,5,9,593,9,3.0,30,0.0,   ,  , ,1,1,1560.4,27.0
